order_id,payment_method,payment_gateway,payment_fee,cod_fee,refund_amount
ORD_030446,COD,,0.0,28.0,0.0
ORD_030447,COD,,0.0,28.0,0.0
ORD_030448,COD,,0.0,0.0,0.0
ORD_030449,COD,,0.0,0.0,0.0
ORD_030450,Credit Card,Cashfree,13.07,0.0,0.0
ORD_030451,UPI,,107.58,0.0,0.0
ORD_030452,Credit Card,Razorpay,41.39,0.0,0.0
ORD_030453,Credit Card,Razorpay,67.17,0.0,0.0
ORD_030454,COD,,0.0,30.0,0.0
ORD_030455,COD,,0.0,30.0,0.0
ORD_030456,COD,,0.0,28.0,0.0
ORD_030457,COD,,0.0,30.0,0.0
ORD_030458,COD,,0.0,27.0,3810.0
ORD_030459,COD,,0.0,28.0,0.0
ORD_030460,Debit Card,Cashfree,6.22,0.0,0.0
ORD_030461,COD,,0.0,25.0,0.0
ORD_030462,UPI,Cashfree,24.17,0.0,0.0
ORD_030463,Credit Card,Razorpay,43.16,0.0,0.0
ORD_030464,COD,,0.0,28.0,0.0
ORD_030465,Credit Card,Razorpay,27.36,0.0,0.0
ORD_030466,Credit Card,Razorpay,18.25,0.0,771.0
ORD_030467,COD,,0.0,27.0,0.0
ORD_030468,COD,,0.0,30.0,0.0
ORD_030469,COD,,0.0,30.0,0.0
ORD_030470,UPI,Razorpay,13.31,0.0,0.0
ORD_030471,Credit Card,Razorpay,35.35,0.0,0.0
ORD_030472,Credit Card,PayU,26.59,0.0,0.0
ORD_030473,COD,,0.0,25.0,0.0
ORD_030474,COD,,0.0,28.0,0.0
ORD_030475,UPI,Razorpay,91.28,0.0,0.0
ORD_030476,UPI,Cashfree,7.71,0.0,0.0
ORD_030477,Debit Card,Razorpay,13.1,0.0,0.0
ORD_030478,Debit Card,Razorpay,35.83,0.0,0.0
ORD_030479,UPI,Cashfree,10.96,0.0,814.0
ORD_030480,COD,,0.0,28.0,0.0
ORD_030481,COD,,0.0,28.0,0.0
ORD_030482,Debit Card,Razorpay,20.35,0.0,0.0
ORD_030483,COD,,0.0,28.0,0.0
ORD_030484,COD,,0.0,27.0,0.0
ORD_030485,COD,,0.0,30.0,0.0
ORD_030486,UPI,Razorpay,13.74,0.0,0.0
ORD_030487,Wallet,PayU,29.36,0.0,0.0
ORD_030488,COD,,0.0,27.0,0.0
ORD_030489,COD,,0.0,27.0,0.0
ORD_030490,COD,,0.0,28.0,0.0
ORD_030491,UPI,Razorpay,24.53,0.0,0.0
ORD_030492,COD,,0.0,30.0,0.0
ORD_030493,Wallet,Razorpay,26.94,0.0,0.0
ORD_030494,COD,,0.0,25.0,0.0
ORD_030495,COD,,0.0,25.0,0.0
ORD_030496,COD,,0.0,28.0,0.0
ORD_030497,Debit Card,Razorpay,7.42,0.0,0.0
ORD_030498,COD,,0.0,25.0,0.0
ORD_030499,COD,,0.0,25.0,0.0
ORD_030500,COD,,0.0,25.0,0.0
ORD_030501,Wallet,Cashfree,41.15,0.0,0.0
ORD_030502,COD,,0.0,28.0,0.0
ORD_030503,UPI,Razorpay,50.05,0.0,0.0
ORD_030504,UPI,Razorpay,29.04,0.0,0.0
ORD_030505,COD,,0.0,28.0,657.0
ORD_030506,Credit Card,Cashfree,35.95,0.0,0.0
ORD_030507,COD,,0.0,28.0,0.0
ORD_030508,COD,,0.0,27.0,0.0
ORD_030509,COD,,0.0,28.0,0.0
ORD_030510,COD,,0.0,28.0,0.0
ORD_030511,COD,,0.0,27.0,0.0
ORD_030512,Credit Card,Razorpay,9.35,0.0,484.0
ORD_030513,UPI,Cashfree,28.27,0.0,0.0
ORD_030514,COD,,0.0,30.0,0.0
ORD_030515,UPI,Cashfree,21.07,0.0,0.0
ORD_030516,COD,,0.0,28.0,0.0
ORD_030517,COD,,0.0,25.0,0.0
ORD_030518,COD,,0.0,30.0,0.0
ORD_030519,COD,,0.0,27.0,0.0
ORD_030520,UPI,Cashfree,25.96,0.0,1148.0
ORD_030521,UPI,Razorpay,20.93,0.0,0.0
ORD_030522,COD,,0.0,30.0,0.0
ORD_030523,COD,,0.0,27.0,0.0
ORD_030524,COD,,0.0,28.0,0.0
ORD_030525,Credit Card,Razorpay,12.77,0.0,0.0
ORD_030526,COD,,0.0,25.0,0.0
ORD_030527,COD,,0.0,28.0,0.0
ORD_030528,Debit Card,Razorpay,32.83,0.0,0.0
ORD_030529,COD,,0.0,0.0,0.0
ORD_030530,COD,,0.0,30.0,0.0
ORD_030531,COD,,0.0,30.0,0.0
ORD_030532,COD,,0.0,25.0,0.0
ORD_030533,COD,,0.0,28.0,0.0
ORD_030534,COD,,0.0,30.0,0.0
ORD_030535,Credit Card,Razorpay,39.83,0.0,0.0
ORD_030536,COD,,0.0,30.0,1029.0
ORD_030537,Debit Card,Razorpay,26.42,0.0,0.0
ORD_030538,COD,,0.0,27.0,0.0
ORD_030539,Debit Card,Razorpay,42.88,0.0,0.0
ORD_030540,Credit Card,,38.77,0.0,0.0
ORD_030541,COD,,0.0,0.0,0.0
ORD_030542,Wallet,Razorpay,18.56,0.0,0.0
ORD_030543,COD,,0.0,27.0,0.0
ORD_030544,UPI,Razorpay,8.17,0.0,0.0
ORD_030545,Credit Card,Cashfree,18.7,0.0,0.0
ORD_030546,Debit Card,PayU,28.04,0.0,0.0
ORD_030547,Debit Card,Razorpay,12.37,0.0,0.0
ORD_030548,Debit Card,Cashfree,21.96,0.0,0.0
ORD_030549,Wallet,Razorpay,19.15,0.0,0.0
ORD_030550,COD,,0.0,30.0,0.0
ORD_030551,COD,,0.0,27.0,0.0
ORD_030552,UPI,Cashfree,7.99,0.0,0.0
ORD_030553,Credit Card,Razorpay,19.67,0.0,0.0
ORD_030554,UPI,Cashfree,53.48,0.0,0.0
ORD_030555,UPI,PayU,29.9,0.0,0.0
ORD_030556,COD,,0.0,28.0,0.0
ORD_030557,Wallet,Razorpay,29.4,0.0,0.0
ORD_030558,COD,,0.0,27.0,0.0
ORD_030559,COD,,0.0,25.0,0.0
ORD_030560,COD,,0.0,25.0,0.0
ORD_030561,COD,,0.0,28.0,0.0
ORD_030562,COD,,0.0,25.0,0.0
ORD_030563,Debit Card,PayU,30.5,0.0,0.0
ORD_030564,COD,,0.0,0.0,0.0
ORD_030565,Credit Card,PayU,7.32,0.0,0.0
ORD_030566,Debit Card,PayU,22.41,0.0,0.0
ORD_030567,Credit Card,Razorpay,37.46,0.0,0.0
ORD_030568,COD,,0.0,28.0,0.0
ORD_030569,Debit Card,Cashfree,7.03,0.0,0.0
ORD_030570,UPI,Cashfree,39.92,0.0,0.0
ORD_030571,COD,,0.0,30.0,0.0
ORD_030572,Wallet,Razorpay,28.98,0.0,0.0
ORD_030573,COD,,0.0,0.0,0.0
ORD_030574,Wallet,Razorpay,7.62,0.0,0.0
ORD_030575,COD,,0.0,27.0,0.0
ORD_030576,Credit Card,Razorpay,15.18,0.0,0.0
ORD_030577,COD,,0.0,25.0,0.0
ORD_030578,Wallet,Razorpay,13.69,0.0,0.0
ORD_030579,COD,,0.0,25.0,0.0
ORD_030580,Credit Card,Razorpay,18.27,0.0,0.0
ORD_030581,COD,,0.0,30.0,0.0
ORD_030582,Credit Card,Cashfree,18.56,0.0,0.0
ORD_030583,UPI,Cashfree,24.46,0.0,0.0
ORD_030584,COD,,0.0,28.0,0.0
ORD_030585,COD,,0.0,30.0,0.0
ORD_030586,COD,,0.0,25.0,0.0
ORD_030587,Credit Card,Razorpay,32.41,0.0,0.0
ORD_030588,COD,,0.0,30.0,0.0
ORD_030589,UPI,Razorpay,27.75,0.0,0.0
ORD_030590,COD,,0.0,25.0,0.0
ORD_030591,UPI,Razorpay,13.18,0.0,0.0
ORD_030592,UPI,Razorpay,62.66,0.0,0.0
ORD_030593,COD,,0.0,30.0,0.0
ORD_030594,COD,,0.0,30.0,0.0
ORD_030595,COD,,0.0,25.0,0.0
ORD_030596,Debit Card,PayU,17.3,0.0,0.0
ORD_030597,Credit Card,Razorpay,27.54,0.0,1481.0
ORD_030598,UPI,Razorpay,28.94,0.0,0.0
ORD_030599,COD,,0.0,25.0,0.0
ORD_030600,COD,,0.0,25.0,0.0
ORD_030601,Wallet,PayU,17.6,0.0,0.0
ORD_030602,Credit Card,PayU,15.97,0.0,0.0
ORD_030603,Credit Card,PayU,42.82,0.0,0.0
ORD_030604,Wallet,Razorpay,17.31,0.0,0.0
ORD_030605,COD,,0.0,30.0,0.0
ORD_030606,COD,,0.0,28.0,0.0
ORD_030607,COD,,0.0,28.0,0.0
ORD_030608,Credit Card,PayU,44.57,0.0,0.0
ORD_030609,COD,,0.0,28.0,0.0
ORD_030610,COD,,0.0,27.0,0.0
ORD_030611,UPI,PayU,6.88,0.0,0.0
ORD_030612,COD,,0.0,27.0,0.0
ORD_030613,UPI,PayU,58.83,0.0,0.0
ORD_030614,COD,,0.0,25.0,0.0
ORD_030615,UPI,Cashfree,44.31,0.0,0.0
ORD_030616,COD,,0.0,30.0,0.0
ORD_030617,COD,,0.0,28.0,0.0
ORD_030618,COD,,0.0,0.0,0.0
ORD_030619,Debit Card,Razorpay,23.81,0.0,0.0
ORD_030620,COD,,0.0,28.0,0.0
ORD_030621,UPI,Razorpay,52.87,0.0,0.0
ORD_030622,UPI,PayU,9.37,0.0,0.0
ORD_030623,Debit Card,Razorpay,6.71,0.0,366.0
ORD_030624,Credit Card,Razorpay,20.46,0.0,0.0
ORD_030625,COD,,0.0,27.0,0.0
ORD_030626,COD,,0.0,27.0,0.0
ORD_030627,COD,,0.0,28.0,0.0
ORD_030628,UPI,Razorpay,3.73,0.0,0.0
ORD_030629,UPI,Cashfree,5.38,0.0,0.0
ORD_030630,COD,,0.0,28.0,0.0
ORD_030631,COD,,0.0,30.0,0.0
ORD_030632,COD,,0.0,25.0,1664.0
ORD_030633,COD,,0.0,30.0,0.0
ORD_030634,COD,,0.0,30.0,3134.0
ORD_030635,UPI,Razorpay,21.42,0.0,0.0
ORD_030636,COD,,0.0,28.0,0.0
ORD_030637,COD,,0.0,30.0,0.0
ORD_030638,UPI,Razorpay,8.21,0.0,0.0
ORD_030639,UPI,Cashfree,19.72,0.0,0.0
ORD_030640,Credit Card,PayU,23.64,0.0,0.0
ORD_030641,COD,,0.0,28.0,0.0
ORD_030642,COD,,0.0,27.0,0.0
ORD_030643,COD,,0.0,28.0,0.0
ORD_030644,COD,,0.0,0.0,0.0
ORD_030645,Debit Card,Razorpay,13.62,0.0,0.0
ORD_030646,COD,,0.0,28.0,0.0
ORD_030647,Debit Card,Cashfree,77.47,0.0,0.0
ORD_030648,Credit Card,Razorpay,23.72,0.0,0.0
ORD_030649,Wallet,Razorpay,12.82,0.0,0.0
ORD_030650,UPI,Cashfree,8.73,0.0,0.0
ORD_030651,UPI,PayU,15.25,0.0,1260.0
ORD_030652,Credit Card,PayU,22.49,0.0,0.0
ORD_030653,Debit Card,Cashfree,11.97,0.0,0.0
ORD_030654,COD,,0.0,30.0,0.0
ORD_030655,COD,,0.0,30.0,0.0
ORD_030656,COD,,0.0,28.0,0.0
ORD_030657,COD,,0.0,28.0,0.0
ORD_030658,Credit Card,,16.92,0.0,0.0
ORD_030659,COD,,0.0,30.0,0.0
ORD_030660,Credit Card,Cashfree,104.8,0.0,0.0
ORD_030661,UPI,Razorpay,35.45,0.0,0.0
ORD_030662,COD,,0.0,25.0,0.0
ORD_030663,Credit Card,Razorpay,38.96,0.0,0.0
ORD_030664,UPI,Razorpay,7.13,0.0,0.0
ORD_030665,UPI,Cashfree,5.95,0.0,0.0
ORD_030666,UPI,Cashfree,16.04,0.0,0.0
ORD_030667,COD,,0.0,27.0,0.0
ORD_030668,COD,,0.0,28.0,0.0
ORD_030669,UPI,PayU,26.49,0.0,0.0
ORD_030670,UPI,Razorpay,2.94,0.0,0.0
ORD_030671,COD,,0.0,30.0,0.0
ORD_030672,Credit Card,Razorpay,31.18,0.0,0.0
ORD_030673,COD,,0.0,27.0,0.0
ORD_030674,Credit Card,PayU,46.31,0.0,0.0
ORD_030675,Debit Card,Razorpay,64.11,0.0,0.0
ORD_030676,Credit Card,Cashfree,21.42,0.0,0.0
ORD_030677,UPI,Cashfree,27.61,0.0,0.0
ORD_030678,UPI,Razorpay,8.19,0.0,0.0
ORD_030679,COD,,0.0,28.0,0.0
ORD_030680,UPI,Razorpay,20.1,0.0,1001.0
ORD_030681,UPI,PayU,12.94,0.0,0.0
ORD_030682,COD,,0.0,30.0,0.0
ORD_030683,Credit Card,Cashfree,40.18,0.0,0.0
ORD_030684,UPI,Razorpay,10.74,0.0,0.0
ORD_030685,UPI,Razorpay,5.73,0.0,0.0
ORD_030686,UPI,Razorpay,16.7,0.0,0.0
ORD_030687,UPI,Razorpay,52.37,0.0,0.0
ORD_030688,COD,,0.0,25.0,0.0
ORD_030689,COD,,0.0,28.0,0.0
ORD_030690,Credit Card,Cashfree,40.72,0.0,0.0
ORD_030691,Credit Card,Razorpay,9.88,0.0,0.0
ORD_030692,UPI,Razorpay,5.61,0.0,0.0
ORD_030693,Debit Card,Razorpay,9.61,0.0,0.0
ORD_030694,Debit Card,Razorpay,24.25,0.0,0.0
ORD_030695,Debit Card,Razorpay,16.1,0.0,0.0
ORD_030696,Credit Card,Razorpay,24.1,0.0,0.0
ORD_030697,UPI,Cashfree,21.71,0.0,0.0
ORD_030698,Credit Card,Razorpay,27.54,0.0,0.0
ORD_030699,COD,,0.0,28.0,0.0
ORD_030700,Debit Card,Razorpay,26.07,0.0,0.0
ORD_030701,COD,,0.0,0.0,0.0
ORD_030702,Credit Card,Cashfree,10.28,0.0,0.0
ORD_030703,UPI,Razorpay,52.13,0.0,2821.0
ORD_030704,UPI,Razorpay,18.78,0.0,0.0
ORD_030705,COD,,0.0,30.0,0.0
ORD_030706,COD,,0.0,30.0,0.0
ORD_030707,UPI,Cashfree,7.81,0.0,0.0
ORD_030708,COD,,0.0,28.0,0.0
ORD_030709,UPI,Razorpay,55.27,0.0,2305.0
ORD_030710,COD,,0.0,0.0,0.0
ORD_030711,UPI,Cashfree,27.5,0.0,0.0
ORD_030712,Credit Card,Razorpay,36.36,0.0,0.0
ORD_030713,COD,,0.0,27.0,0.0
ORD_030714,UPI,Razorpay,2.58,0.0,0.0
ORD_030715,UPI,Razorpay,29.76,0.0,0.0
ORD_030716,COD,,0.0,30.0,2044.0
ORD_030717,COD,,0.0,27.0,0.0
ORD_030718,Debit Card,Razorpay,7.67,0.0,0.0
ORD_030719,COD,,0.0,25.0,0.0
ORD_030720,Credit Card,Razorpay,8.59,0.0,0.0
ORD_030721,UPI,Razorpay,34.92,0.0,0.0
ORD_030722,UPI,Razorpay,17.71,0.0,0.0
ORD_030723,COD,,0.0,27.0,0.0
ORD_030724,COD,,0.0,28.0,0.0
ORD_030725,UPI,PayU,24.37,0.0,0.0
ORD_030726,Credit Card,Razorpay,5.58,0.0,0.0
ORD_030727,Debit Card,Cashfree,41.03,0.0,0.0
ORD_030728,COD,,0.0,25.0,0.0
ORD_030729,COD,,0.0,28.0,663.0
ORD_030730,COD,,0.0,25.0,0.0
ORD_030731,COD,,0.0,28.0,0.0
ORD_030732,Credit Card,Razorpay,31.94,0.0,0.0
ORD_030733,COD,,0.0,28.0,0.0
ORD_030734,COD,,0.0,27.0,0.0
ORD_030735,COD,,0.0,28.0,0.0
ORD_030736,COD,,0.0,30.0,0.0
ORD_030737,UPI,Cashfree,46.35,0.0,0.0
ORD_030738,COD,,0.0,28.0,0.0
ORD_030739,COD,,0.0,30.0,0.0
ORD_030740,COD,,0.0,25.0,499.0
ORD_030741,COD,,0.0,25.0,0.0
ORD_030742,COD,,0.0,25.0,0.0
ORD_030743,UPI,PayU,16.86,0.0,0.0
ORD_030744,UPI,,52.52,0.0,0.0
ORD_030745,Credit Card,PayU,11.24,0.0,0.0
ORD_030746,Debit Card,Razorpay,3.94,0.0,197.0
ORD_030747,COD,,0.0,30.0,0.0
ORD_030748,Debit Card,PayU,10.92,0.0,0.0
ORD_030749,COD,,0.0,0.0,0.0
ORD_030750,COD,,0.0,25.0,0.0
ORD_030751,COD,,0.0,28.0,0.0
ORD_030752,COD,,0.0,28.0,0.0
ORD_030753,UPI,PayU,5.78,0.0,0.0
ORD_030754,COD,,0.0,27.0,0.0
ORD_030755,COD,,0.0,25.0,0.0
ORD_030756,COD,,0.0,27.0,0.0
ORD_030757,UPI,Razorpay,20.59,0.0,0.0
ORD_030758,Credit Card,Razorpay,4.36,0.0,0.0
ORD_030759,Credit Card,PayU,23.37,0.0,0.0
ORD_030760,COD,,0.0,28.0,0.0
ORD_030761,Debit Card,PayU,30.45,0.0,0.0
ORD_030762,UPI,Razorpay,95.77,0.0,0.0
ORD_030763,COD,,0.0,25.0,0.0
ORD_030764,COD,,0.0,25.0,0.0
ORD_030765,UPI,Razorpay,24.88,0.0,0.0
ORD_030766,Credit Card,Cashfree,28.48,0.0,0.0
ORD_030767,Credit Card,Cashfree,19.96,0.0,0.0
ORD_030768,Debit Card,Cashfree,14.01,0.0,0.0
ORD_030769,UPI,Razorpay,11.97,0.0,805.0
ORD_030770,UPI,Razorpay,35.7,0.0,0.0
ORD_030771,COD,,0.0,27.0,0.0
ORD_030772,Debit Card,Razorpay,47.3,0.0,0.0
ORD_030773,COD,,0.0,27.0,0.0
ORD_030774,Debit Card,Razorpay,25.82,0.0,0.0
ORD_030775,COD,,0.0,28.0,0.0
ORD_030776,UPI,Razorpay,10.68,0.0,559.0
ORD_030777,UPI,Razorpay,25.22,0.0,0.0
ORD_030778,UPI,PayU,18.83,0.0,0.0
ORD_030779,COD,,0.0,28.0,0.0
ORD_030780,Credit Card,Razorpay,40.88,0.0,0.0
ORD_030781,COD,,0.0,27.0,0.0
ORD_030782,COD,,0.0,0.0,0.0
ORD_030783,UPI,Razorpay,10.64,0.0,0.0
ORD_030784,COD,,0.0,30.0,0.0
ORD_030785,COD,,0.0,28.0,0.0
ORD_030786,COD,,0.0,25.0,0.0
ORD_030787,UPI,Razorpay,38.59,0.0,0.0
ORD_030788,COD,,0.0,28.0,0.0
ORD_030789,COD,,0.0,28.0,0.0
ORD_030790,UPI,Razorpay,34.52,0.0,0.0
ORD_030791,COD,,0.0,27.0,0.0
ORD_030792,Credit Card,Razorpay,23.45,0.0,0.0
ORD_030793,UPI,Razorpay,9.21,0.0,0.0
ORD_030794,COD,,0.0,25.0,0.0
ORD_030795,UPI,Razorpay,6.47,0.0,406.0
ORD_030796,COD,,0.0,25.0,0.0
ORD_030797,COD,,0.0,27.0,0.0
ORD_030798,Credit Card,Cashfree,69.57,0.0,0.0
ORD_030799,Debit Card,Razorpay,30.68,0.0,0.0
ORD_030800,Wallet,Razorpay,17.74,0.0,0.0
ORD_030801,UPI,Cashfree,14.4,0.0,0.0
ORD_030802,UPI,Razorpay,31.93,0.0,0.0
ORD_030803,COD,,0.0,28.0,0.0
ORD_030804,COD,,0.0,28.0,0.0
ORD_030805,Credit Card,Razorpay,59.73,0.0,0.0
ORD_030806,UPI,Razorpay,42.45,0.0,0.0
ORD_030807,Wallet,Cashfree,39.98,0.0,0.0
ORD_030808,Credit Card,Razorpay,9.28,0.0,0.0
ORD_030809,COD,,0.0,25.0,0.0
ORD_030810,COD,,0.0,28.0,484.0
ORD_030811,COD,,0.0,25.0,0.0
ORD_030812,COD,,0.0,0.0,0.0
ORD_030813,COD,,0.0,25.0,0.0
ORD_030814,Credit Card,PayU,2.8,0.0,0.0
ORD_030815,UPI,Cashfree,19.75,0.0,0.0
ORD_030816,COD,,0.0,0.0,0.0
ORD_030817,Debit Card,Razorpay,26.37,0.0,0.0
ORD_030818,COD,,0.0,28.0,1275.0
ORD_030819,COD,,0.0,28.0,0.0
ORD_030820,COD,,0.0,25.0,0.0
ORD_030821,Credit Card,Cashfree,8.13,0.0,629.0
ORD_030822,UPI,PayU,8.9,0.0,0.0
ORD_030823,COD,,0.0,27.0,0.0
ORD_030824,Credit Card,Cashfree,14.84,0.0,812.0
ORD_030825,COD,,0.0,30.0,0.0
ORD_030826,UPI,Cashfree,42.36,0.0,0.0
ORD_030827,UPI,Razorpay,41.84,0.0,0.0
ORD_030828,COD,,0.0,25.0,0.0
ORD_030829,COD,,0.0,28.0,0.0
ORD_030830,UPI,Razorpay,18.42,0.0,0.0
ORD_030831,UPI,Razorpay,13.58,0.0,0.0
ORD_030832,Wallet,Razorpay,16.2,0.0,0.0
ORD_030833,COD,,0.0,25.0,0.0
ORD_030834,COD,,0.0,28.0,0.0
ORD_030835,Debit Card,Razorpay,18.1,0.0,0.0
ORD_030836,COD,,0.0,30.0,0.0
ORD_030837,Debit Card,Razorpay,18.91,0.0,0.0
ORD_030838,UPI,Razorpay,6.97,0.0,0.0
ORD_030839,COD,,0.0,27.0,0.0
ORD_030840,COD,,0.0,27.0,840.0
ORD_030841,COD,,0.0,28.0,0.0
ORD_030842,COD,,0.0,28.0,597.0
ORD_030843,UPI,Razorpay,29.64,0.0,0.0
ORD_030844,Debit Card,Razorpay,14.38,0.0,0.0
ORD_030845,COD,,0.0,28.0,0.0
ORD_030846,COD,,0.0,27.0,0.0
ORD_030847,COD,,0.0,0.0,0.0
ORD_030848,COD,,0.0,28.0,0.0
ORD_030849,UPI,Razorpay,25.3,0.0,0.0
ORD_030850,COD,,0.0,25.0,0.0
ORD_030851,UPI,Cashfree,16.65,0.0,0.0
ORD_030852,UPI,Razorpay,15.79,0.0,0.0
ORD_030853,COD,,0.0,28.0,0.0
ORD_030854,Debit Card,Cashfree,7.46,0.0,0.0
ORD_030855,COD,,0.0,25.0,0.0
ORD_030856,COD,,0.0,28.0,0.0
ORD_030857,Credit Card,Razorpay,21.35,0.0,0.0
ORD_030858,COD,,0.0,27.0,0.0
ORD_030859,Credit Card,Razorpay,8.73,0.0,0.0
ORD_030860,COD,,0.0,28.0,0.0
ORD_030861,Wallet,PayU,30.27,0.0,0.0
ORD_030862,COD,,0.0,0.0,0.0
ORD_030863,UPI,Cashfree,8.26,0.0,0.0
ORD_030864,COD,,0.0,25.0,0.0
ORD_030865,COD,,0.0,27.0,0.0
ORD_030866,Debit Card,Cashfree,34.41,0.0,0.0
ORD_030867,UPI,PayU,81.18,0.0,0.0
ORD_030868,COD,,0.0,25.0,0.0
ORD_030869,Debit Card,Razorpay,14.01,0.0,0.0
ORD_030870,UPI,Razorpay,14.91,0.0,0.0
ORD_030871,Credit Card,PayU,17.34,0.0,0.0
ORD_030872,Credit Card,Razorpay,31.64,0.0,0.0
ORD_030873,COD,,0.0,27.0,0.0
ORD_030874,COD,,0.0,30.0,0.0
ORD_030875,UPI,Razorpay,16.5,0.0,0.0
ORD_030876,COD,,0.0,27.0,0.0
ORD_030877,UPI,Razorpay,14.57,0.0,0.0
ORD_030878,COD,,0.0,0.0,0.0
ORD_030879,Credit Card,Cashfree,13.01,0.0,629.0
ORD_030880,UPI,PayU,49.42,0.0,0.0
ORD_030881,COD,,0.0,30.0,0.0
ORD_030882,Credit Card,Razorpay,18.16,0.0,0.0
ORD_030883,COD,,0.0,28.0,0.0
ORD_030884,COD,,0.0,27.0,0.0
ORD_030885,COD,,0.0,28.0,0.0
ORD_030886,UPI,Cashfree,12.37,0.0,0.0
ORD_030887,Debit Card,Razorpay,6.7,0.0,0.0
ORD_030888,Wallet,Razorpay,14.0,0.0,0.0
ORD_030889,COD,,0.0,0.0,0.0
ORD_030890,COD,,0.0,27.0,0.0
ORD_030891,Credit Card,Razorpay,32.58,0.0,0.0
ORD_030892,COD,,0.0,27.0,0.0
ORD_030893,COD,,0.0,27.0,0.0
ORD_030894,COD,,0.0,27.0,0.0
ORD_030895,COD,,0.0,27.0,0.0
ORD_030896,COD,,0.0,27.0,0.0
ORD_030897,Debit Card,Cashfree,48.96,0.0,0.0
ORD_030898,COD,,0.0,30.0,0.0
ORD_030899,UPI,Razorpay,26.8,0.0,0.0
ORD_030900,UPI,Razorpay,7.04,0.0,0.0
ORD_030901,COD,,0.0,28.0,0.0
ORD_030902,Credit Card,Razorpay,34.66,0.0,0.0
ORD_030903,Wallet,Cashfree,28.17,0.0,0.0
ORD_030904,COD,,0.0,25.0,0.0
ORD_030905,Debit Card,PayU,13.7,0.0,0.0
ORD_030906,Debit Card,,33.93,0.0,0.0
ORD_030907,COD,,0.0,27.0,0.0
ORD_030908,UPI,Razorpay,12.63,0.0,635.0
ORD_030909,COD,,0.0,28.0,0.0
ORD_030910,Debit Card,Razorpay,8.34,0.0,0.0
ORD_030911,UPI,Cashfree,15.96,0.0,0.0
ORD_030912,COD,,0.0,25.0,0.0
ORD_030913,UPI,Cashfree,10.67,0.0,588.0
ORD_030914,COD,,0.0,25.0,0.0
ORD_030915,COD,,0.0,25.0,0.0
ORD_030916,COD,,0.0,28.0,0.0
ORD_030917,COD,,0.0,25.0,0.0
ORD_030918,COD,,0.0,25.0,0.0
ORD_030919,UPI,Razorpay,28.23,0.0,0.0
ORD_030920,Wallet,Razorpay,28.06,0.0,0.0
ORD_030921,UPI,PayU,26.11,0.0,0.0
ORD_030922,Credit Card,Razorpay,8.85,0.0,0.0
ORD_030923,COD,,0.0,25.0,0.0
ORD_030924,UPI,Razorpay,10.53,0.0,0.0
ORD_030925,COD,,0.0,27.0,0.0
ORD_030926,UPI,Razorpay,16.27,0.0,0.0
ORD_030927,COD,,0.0,27.0,1029.0
ORD_030928,Debit Card,Cashfree,32.53,0.0,0.0
ORD_030929,UPI,PayU,62.78,0.0,0.0
ORD_030930,COD,,0.0,27.0,0.0
ORD_030931,Credit Card,Razorpay,6.22,0.0,366.0
ORD_030932,COD,,0.0,27.0,0.0
ORD_030933,COD,,0.0,27.0,0.0
ORD_030934,COD,,0.0,27.0,0.0
ORD_030935,UPI,PayU,14.89,0.0,0.0
ORD_030936,COD,,0.0,28.0,0.0
ORD_030937,COD,,0.0,25.0,0.0
ORD_030938,Debit Card,Razorpay,27.29,0.0,1533.0
ORD_030939,UPI,Razorpay,8.12,0.0,0.0
ORD_030940,Credit Card,Razorpay,10.12,0.0,0.0
ORD_030941,COD,,0.0,0.0,0.0
ORD_030942,Debit Card,Razorpay,29.08,0.0,0.0
ORD_030943,COD,,0.0,28.0,0.0
ORD_030944,Credit Card,Cashfree,19.78,0.0,0.0
ORD_030945,COD,,0.0,28.0,0.0
ORD_030946,UPI,Razorpay,20.2,0.0,0.0
ORD_030947,COD,,0.0,0.0,0.0
ORD_030948,Debit Card,Razorpay,32.66,0.0,0.0
ORD_030949,UPI,Razorpay,24.88,0.0,0.0
ORD_030950,COD,,0.0,30.0,0.0
ORD_030951,COD,,0.0,25.0,0.0
ORD_030952,Credit Card,Cashfree,8.76,0.0,0.0
ORD_030953,Credit Card,Cashfree,42.95,0.0,0.0
ORD_030954,COD,,0.0,28.0,0.0
ORD_030955,Debit Card,PayU,10.39,0.0,0.0
ORD_030956,COD,,0.0,27.0,582.0
ORD_030957,COD,,0.0,30.0,0.0
ORD_030958,UPI,,31.3,0.0,0.0
ORD_030959,COD,,0.0,30.0,0.0
ORD_030960,UPI,Razorpay,41.85,0.0,0.0
ORD_030961,Credit Card,Cashfree,10.35,0.0,597.0
ORD_030962,COD,,0.0,28.0,0.0
ORD_030963,COD,,0.0,28.0,723.0
ORD_030964,Debit Card,Razorpay,46.37,0.0,0.0
ORD_030965,COD,,0.0,25.0,0.0
ORD_030966,COD,,0.0,25.0,0.0
ORD_030967,COD,,0.0,30.0,0.0
ORD_030968,COD,,0.0,28.0,2070.0
ORD_030969,COD,,0.0,30.0,0.0
ORD_030970,COD,,0.0,28.0,597.0
ORD_030971,COD,,0.0,28.0,0.0
ORD_030972,UPI,Razorpay,30.07,0.0,0.0
ORD_030973,COD,,0.0,28.0,0.0
ORD_030974,COD,,0.0,25.0,0.0
ORD_030975,COD,,0.0,28.0,0.0
ORD_030976,Debit Card,Razorpay,34.82,0.0,0.0
