customer_id,customer_unique_id,first_order_date,city,state,pincode,acquisition_channel
CUST_002112,UID_939639940,2025-04-09,Gurugram,Haryana,122096,Affiliate
CUST_002113,UID_914563022,2025-09-13,Ranchi,Jharkhand,834031,Meta
CUST_002114,UID_182684250,2025-08-27,Mumbai,Maharashtra,400672,Organic
CUST_002115,UID_573725704,2025-01-25,Chennai,Tamil Nadu,600735,Google
CUST_002116,UID_700200488,2025-03-30,Kolkata,West Bengal,700379,Organic
CUST_002117,UID_802528512,2025-01-25,Jaipur,Rajasthan,302103,Influencer
CUST_002118,UID_282345190,2025-06-16,Ahmedabad,Gujarat,380889,Google
CUST_002119,UID_866069975,2025-04-28,Pune,Maharashtra,411739,Meta
CUST_002120,UID_689850214,2025-08-24,Bhopal,Madhya Pradesh,462556,Organic
CUST_002121,UID_891084862,2025-01-28,Bhubaneswar,Odisha,751837,Meta
CUST_002122,UID_712392897,2025-01-21,Pune,Maharashtra,411333,Meta
CUST_002123,UID_883567889,2025-02-27,Bengaluru,Karnataka,560743,Organic
CUST_002124,UID_126801904,2025-05-15,Ahmedabad,Gujarat,380340,Meta
CUST_002125,UID_302921862,2025-02-24,Pune,Maharashtra,411882,Influencer
CUST_002126,UID_578920753,2025-03-11,Bhopal,Madhya Pradesh,462526,Meta
CUST_002127,UID_372983995,2025-07-28,Vadodara,Gujarat,390106,
CUST_002128,UID_278132511,2025-02-24,Surat,Gujarat,395693,Organic
CUST_002129,UID_737144299,2025-05-31,Mumbai,Maharashtra,400469,Meta
CUST_002130,UID_993634549,2025-02-21,Bhubaneswar,Odisha,751980,Organic
CUST_002131,UID_583856547,2025-03-16,Gurugram,Haryana,122630,Meta
CUST_002132,UID_647609287,2025-03-26,Bhubaneswar,Odisha,751995,Organic
CUST_002133,UID_648399058,2025-09-10,Bhubaneswar,Odisha,751371,Google
CUST_002134,UID_709956382,2025-07-05,Nagpur,Maharashtra,440315,Organic
CUST_002135,UID_825939055,2025-05-11,Bengaluru,Karnataka,560194,Meta
CUST_002136,UID_202827353,2025-11-03,Amritsar,Punjab,143455,Influencer
CUST_002137,UID_347862295,2025-10-17,Guwahati,Assam,781385,Google
CUST_002138,UID_813211144,2025-01-27,Mysuru,Karnataka,570154,Google
CUST_002139,UID_674052601,2025-10-28,Surat,Gujarat,395693,Meta
CUST_002140,UID_704492218,2025-05-23,Chennai,Tamil Nadu,600765,Meta
CUST_002141,UID_835688450,2025-06-18,Ahmedabad,Gujarat,380340,Meta
CUST_002142,UID_241484758,2025-10-05,Delhi,Delhi,110857,Meta
CUST_002143,UID_724403654,2025-03-08,Delhi,Delhi,110045,Google
CUST_002144,UID_850962681,2025-01-25,Lucknow,Uttar Pradesh,226441,Organic
CUST_002145,UID_286908973,2025-06-02,Delhi,Delhi,110060,Meta
CUST_002146,UID_247121689,2025-09-04,Ranchi,Jharkhand,834189,Meta
CUST_002147,UID_451922294,2025-07-13,Mumbai,Maharashtra,400311,Meta
CUST_002148,UID_999835870,2025-10-01,Nagpur,Maharashtra,440142,Google
CUST_002149,UID_434145112,2025-02-11,Kolkata,West Bengal,700627,Meta
CUST_002150,UID_485988605,2025-11-11,Ranchi,Jharkhand,834610,Meta
CUST_002151,UID_790674430,2025-06-12,Indore,Madhya Pradesh,452346,Google
CUST_002152,UID_818475989,2025-10-13,Pune,Maharashtra,411303,Organic
CUST_002153,UID_884982211,2025-07-20,Indore,Madhya Pradesh,452737,Meta
CUST_002154,UID_334846821,2025-09-10,Dehradun,Uttarakhand,248928,Organic
CUST_002155,UID_553835600,2025-02-20,Surat,Gujarat,395738,
CUST_002156,UID_758567232,2025-05-07,Kochi,Kerala,682170,Organic
CUST_002157,UID_359829170,2025-08-07,Nagpur,Maharashtra,440345,Meta
CUST_002158,UID_716999063,2025-06-07,Chandigarh,Chandigarh,160696,Google
CUST_002159,UID_553825336,2025-02-25,Ranchi,Jharkhand,834813,Affiliate
CUST_002160,UID_240626220,2025-12-12,Mumbai,Maharashtra,400875,Organic
CUST_002161,UID_786548414,2025-02-23,Ghaziabad,Uttar Pradesh,201450,Meta
CUST_002162,UID_154477546,2025-10-08,Mysuru,Karnataka,570357,Organic
CUST_002163,UID_443495720,2025-10-03,Ahmedabad,Gujarat,380889,Organic
CUST_002164,UID_549714745,2025-01-10,Patna,Bihar,800205,Affiliate
CUST_002165,UID_472244602,2025-04-04,Bengaluru,Karnataka,560179,Google
CUST_002166,UID_974680544,2025-01-10,Chandigarh,Chandigarh,160102,Organic
CUST_002167,UID_129006147,2025-11-14,Coimbatore,Tamil Nadu,641365,Meta
CUST_002168,UID_983405087,2025-02-10,Guwahati,Assam,781212,Google
CUST_002169,UID_749146371,2025-09-20,Siliguri,West Bengal,734805,Meta
CUST_002170,UID_926063003,2025-04-23,Bhopal,Madhya Pradesh,462962,Influencer
CUST_002171,UID_679916010,2025-01-22,Pune,Maharashtra,411288,Organic
CUST_002172,UID_746572791,2025-07-23,Hyderabad,Telangana,500193,Organic
CUST_002173,UID_938611285,2025-11-04,Mysuru,Karnataka,570417,Organic
CUST_002174,UID_174540065,2025-11-15,Kolkata,West Bengal,700612,Meta
CUST_002175,UID_557369638,2025-10-03,Bhopal,Madhya Pradesh,462729,Meta
CUST_002176,UID_184928081,2025-01-24,Chennai,Tamil Nadu,600998,Google
CUST_002177,UID_532734419,2025-11-04,Coimbatore,Tamil Nadu,641598,Google
CUST_002178,UID_549086993,2025-05-11,Kochi,Kerala,682388,Influencer
CUST_002179,UID_714073854,2025-06-07,Jaipur,Rajasthan,302494,Organic
CUST_002180,UID_696077947,2025-09-01,Kolkata,West Bengal,700627,Meta
CUST_002181,UID_447009959,2025-02-04,Delhi,Delhi,110406,Google
CUST_002182,UID_967201132,2025-04-09,Kolkata,West Bengal,700627,Google
CUST_002183,UID_291660013,2025-05-24,Mysuru,Karnataka,570011,Organic
CUST_002184,UID_405906640,2025-03-21,Mumbai,Maharashtra,400078,Organic
CUST_002185,UID_537767183,2025-02-05,Ranchi,Jharkhand,834610,Organic
CUST_002186,UID_381300733,2025-10-26,Vadodara,Gujarat,390948,Influencer
CUST_002187,UID_408013241,2025-01-20,Bengaluru,Karnataka,560134,Meta
CUST_002188,UID_934356762,2025-01-13,Kochi,Kerala,682373,Influencer
CUST_002189,UID_236148714,2025-01-23,Kolkata,West Bengal,700612,Meta
CUST_002190,UID_523975102,2025-03-04,Kolkata,West Bengal,700409,Influencer
CUST_002191,UID_345349796,2025-03-23,Bhopal,Madhya Pradesh,462774,Meta
CUST_002192,UID_523266580,2025-04-01,Patna,Bihar,800581,Organic
CUST_002193,UID_438930955,2025-11-20,Chennai,Tamil Nadu,600547,Organic
CUST_002194,UID_803977847,2025-05-06,Vadodara,Gujarat,390166,Google
CUST_002195,UID_701346976,2025-05-31,Kochi,Kerala,682982,Meta
CUST_002196,UID_191679932,2025-09-12,Surat,Gujarat,395302,Organic
CUST_002197,UID_904187974,2025-02-11,Indore,Madhya Pradesh,452519,Meta
CUST_002198,UID_834991443,2025-04-03,Mysuru,Karnataka,570778,Meta
CUST_002199,UID_602010270,2025-02-27,Mumbai,Maharashtra,400905,Organic
CUST_002200,UID_405958265,2025-07-17,Pune,Maharashtra,411491,Organic
CUST_002201,UID_739389029,2025-09-07,Ghaziabad,Uttar Pradesh,201262,Meta
CUST_002202,UID_654016834,2025-02-01,Indore,Madhya Pradesh,452331,Google
CUST_002203,UID_793326344,2025-04-02,Mysuru,Karnataka,570199,Influencer
CUST_002204,UID_680780076,2025-06-19,Delhi,Delhi,110812,Google
CUST_002205,UID_776666303,2025-05-16,Gurugram,Haryana,122269,Google
CUST_002206,UID_912172712,2025-10-19,Guwahati,Assam,781851,Organic
CUST_002207,UID_844081156,2025-09-25,Indore,Madhya Pradesh,452707,Meta
CUST_002208,UID_525569339,2025-04-07,Vadodara,Gujarat,390715,Affiliate
CUST_002209,UID_153862108,2025-05-20,Ranchi,Jharkhand,834640,Meta
CUST_002210,UID_958133897,2025-09-07,Siliguri,West Bengal,734241,Organic
CUST_002211,UID_460257935,2025-05-20,Vadodara,Gujarat,390542,
CUST_002212,UID_163171403,2025-07-12,Vadodara,Gujarat,390933,
CUST_002213,UID_843147967,2025-06-01,Chennai,Tamil Nadu,600577,Influencer
CUST_002214,UID_263903939,2025-10-19,Mysuru,Karnataka,570199,Google
CUST_002215,UID_331888471,2025-02-14,Guwahati,Assam,781385,Influencer
CUST_002216,UID_697878846,2025-06-16,Surat,Gujarat,395941,Organic
CUST_002217,UID_113129116,2025-01-19,Nagpur,Maharashtra,440345,Affiliate
CUST_002218,UID_622904760,2025-07-14,Mumbai,Maharashtra,400266,Meta
CUST_002219,UID_241654732,2025-02-25,Nagpur,Maharashtra,440142,Influencer
CUST_002220,UID_958685981,2025-08-10,Amritsar,Punjab,143282,Organic
CUST_002221,UID_436669613,2025-11-05,Amritsar,Punjab,143455,Influencer
CUST_002222,UID_541387177,2025-03-14,Mysuru,Karnataka,570229,Google
CUST_002223,UID_661867401,2025-06-30,Coimbatore,Tamil Nadu,641162,Organic
CUST_002224,UID_241056218,2025-05-04,Bhopal,Madhya Pradesh,462729,Google
CUST_002225,UID_248995108,2025-04-26,Ahmedabad,Gujarat,380310,Organic
CUST_002226,UID_963149162,2025-09-29,Bhopal,Madhya Pradesh,462368,Organic
CUST_002227,UID_617377774,2025-02-02,Chandigarh,Chandigarh,160899,Influencer
CUST_002228,UID_304149969,2025-03-14,Ranchi,Jharkhand,834046,Google
CUST_002229,UID_696831070,2025-09-19,Gurugram,Haryana,122239,Organic
CUST_002230,UID_903635605,2025-12-10,Patna,Bihar,800438,Influencer
CUST_002231,UID_787293487,2025-07-11,Vadodara,Gujarat,390354,Google
CUST_002232,UID_460201542,2025-07-26,Siliguri,West Bengal,734429,Google
CUST_002233,UID_694430880,2025-03-31,Gurugram,Haryana,122863,Google
CUST_002234,UID_906063031,2025-03-21,Ranchi,Jharkhand,834189,Organic
CUST_002235,UID_325074492,2025-08-04,Hyderabad,Telangana,500990,Affiliate
CUST_002236,UID_811288686,2025-01-10,Bhubaneswar,Odisha,751040,Meta
CUST_002237,UID_997624183,2025-05-14,Chandigarh,Chandigarh,160478,Meta
CUST_002238,UID_410656863,2025-05-11,Siliguri,West Bengal,734835,Meta
CUST_002239,UID_899423809,2025-01-18,Guwahati,Assam,781618,Meta
CUST_002240,UID_119944851,2025-08-30,Gurugram,Haryana,122427,Meta
CUST_002241,UID_436167065,2025-08-06,Delhi,Delhi,110248,Influencer
CUST_002242,UID_348833630,2025-06-20,Hyderabad,Telangana,500787,Meta
CUST_002243,UID_126270695,2025-09-08,Siliguri,West Bengal,734865,Google
CUST_002244,UID_642449077,2025-03-16,Noida,Uttar Pradesh,201879,Influencer
CUST_002245,UID_575837401,2025-07-07,Kochi,Kerala,682576,Affiliate
CUST_002246,UID_441330219,2025-01-22,Kolkata,West Bengal,700033,Google
CUST_002247,UID_878670711,2025-06-07,Hyderabad,Telangana,500772,Meta
CUST_002248,UID_672217967,2025-09-13,Bengaluru,Karnataka,560367,Google
CUST_002249,UID_907801333,2025-05-07,Nagpur,Maharashtra,440157,Affiliate
CUST_002250,UID_106274261,2025-02-23,Bhubaneswar,Odisha,751243,Influencer
CUST_002251,UID_972564630,2025-02-09,Ghaziabad,Uttar Pradesh,201871,Meta
CUST_002252,UID_102041152,2025-06-26,Gurugram,Haryana,122630,Affiliate
CUST_002253,UID_741725326,2025-08-23,Bhubaneswar,Odisha,751371,Meta
CUST_002254,UID_777280543,2025-12-16,Bengaluru,Karnataka,560149,Influencer
CUST_002255,UID_246157787,2025-04-10,Mumbai,Maharashtra,400702,Affiliate
CUST_002256,UID_131712716,2025-01-17,Dehradun,Uttarakhand,248507,Meta
CUST_002257,UID_132771823,2025-10-15,Vadodara,Gujarat,390527,Meta
CUST_002258,UID_216526412,2025-08-14,Dehradun,Uttarakhand,248695,Google
CUST_002259,UID_236266553,2025-03-05,Bhubaneswar,Odisha,751837,Google
CUST_002260,UID_970468508,2025-11-30,Hyderabad,Telangana,500757,Affiliate
CUST_002261,UID_280989887,2025-04-26,Mysuru,Karnataka,570590,Google
CUST_002262,UID_824742194,2025-05-07,Surat,Gujarat,395926,Influencer
CUST_002263,UID_688916964,2025-10-07,Gurugram,Haryana,122457,Meta
CUST_002264,UID_508106551,2025-05-22,Noida,Uttar Pradesh,201082,Affiliate
CUST_002265,UID_586318098,2025-11-04,Patna,Bihar,800047,Organic
CUST_002266,UID_288813980,2025-10-14,Amritsar,Punjab,143688,Meta
CUST_002267,UID_103826615,2025-06-22,Chennai,Tamil Nadu,600359,
CUST_002268,UID_298797343,2025-06-29,Chandigarh,Chandigarh,160087,Meta
CUST_002269,UID_823263684,2025-09-29,Hyderabad,Telangana,500945,Organic
CUST_002270,UID_632265854,2025-10-18,Delhi,Delhi,110233,Influencer
CUST_002271,UID_932776603,2025-01-19,Bengaluru,Karnataka,560134,Organic
CUST_002272,UID_850993566,2025-09-12,Coimbatore,Tamil Nadu,641756,Organic
CUST_002273,UID_236787360,2025-05-25,Vadodara,Gujarat,390497,Organic
CUST_002274,UID_152017233,2025-02-26,Lucknow,Uttar Pradesh,226080,Affiliate
CUST_002275,UID_119211542,2025-10-22,Delhi,Delhi,110000,
CUST_002276,UID_270190828,2025-04-21,Kochi,Kerala,682388,Organic
CUST_002277,UID_531428448,2025-09-05,Jaipur,Rajasthan,302261,Meta
CUST_002278,UID_114829624,2025-02-06,Vadodara,Gujarat,390918,Meta
CUST_002279,UID_881677188,2025-02-07,Patna,Bihar,800032,Meta
CUST_002280,UID_763148278,2025-08-30,Ranchi,Jharkhand,834828,Affiliate
CUST_002281,UID_885523826,2025-03-27,Siliguri,West Bengal,734850,Organic
CUST_002282,UID_131229182,2025-12-11,Pune,Maharashtra,411724,Affiliate
CUST_002283,UID_490485003,2025-03-24,Bhubaneswar,Odisha,751168,Meta
CUST_002284,UID_705937972,2025-07-21,Nagpur,Maharashtra,440127,Meta
CUST_002285,UID_997092905,2025-08-21,Coimbatore,Tamil Nadu,641989,Meta
CUST_002286,UID_835970430,2025-10-26,Chandigarh,Chandigarh,160117,Google
CUST_002287,UID_295252892,2025-03-25,Siliguri,West Bengal,734805,Affiliate
CUST_002288,UID_343944683,2025-09-07,Coimbatore,Tamil Nadu,641553,Meta
CUST_002289,UID_688072016,2025-06-17,Mumbai,Maharashtra,400935,Affiliate
CUST_002290,UID_324675719,2025-01-22,Delhi,Delhi,110075,Meta
CUST_002291,UID_936042147,2025-10-14,Mumbai,Maharashtra,400875,Meta
CUST_002292,UID_285066159,2025-07-27,Ahmedabad,Gujarat,380107,Meta
CUST_002293,UID_396782953,2025-04-01,Lucknow,Uttar Pradesh,226283,Meta
CUST_002294,UID_911358458,2025-02-16,Noida,Uttar Pradesh,201022,Organic
CUST_002295,UID_705596750,2025-08-04,Surat,Gujarat,395708,Affiliate
CUST_002296,UID_300707527,2025-01-22,Chandigarh,Chandigarh,160072,Affiliate
CUST_002297,UID_358302204,2025-10-21,Bengaluru,Karnataka,560367,Meta
CUST_002298,UID_352246815,2025-01-16,Siliguri,West Bengal,734617,Google
CUST_002299,UID_731489675,2025-11-06,Hyderabad,Telangana,500163,Google
CUST_002300,UID_298818109,2025-03-31,Indore,Madhya Pradesh,452519,Meta
CUST_002301,UID_431385738,2025-04-15,Chennai,Tamil Nadu,600983,Google
CUST_002302,UID_740190910,2025-10-21,Ranchi,Jharkhand,834798,Meta
CUST_002303,UID_821900840,2025-08-02,Siliguri,West Bengal,734211,Meta
CUST_002304,UID_123404426,2025-05-31,Vadodara,Gujarat,390309,Affiliate
CUST_002305,UID_915041016,2025-03-20,Surat,Gujarat,395753,Organic
CUST_002306,UID_683905186,2025-04-05,Surat,Gujarat,395956,Organic
CUST_002307,UID_356864506,2025-01-17,Ranchi,Jharkhand,834625,Google
CUST_002308,UID_340919441,2025-05-04,Noida,Uttar Pradesh,201819,Google
CUST_002309,UID_900270941,2025-05-29,Nagpur,Maharashtra,440969,Google
CUST_002310,UID_730862944,2025-04-19,Coimbatore,Tamil Nadu,641583,Meta
CUST_002311,UID_923848739,2025-03-09,Siliguri,West Bengal,734459,Affiliate
CUST_002312,UID_118776748,2025-10-29,Dehradun,Uttarakhand,248883,Organic
CUST_002313,UID_143737082,2025-06-02,Bhubaneswar,Odisha,751243,
CUST_002314,UID_527192711,2025-07-27,Patna,Bihar,800235,Organic
CUST_002315,UID_983461101,2025-04-20,Mysuru,Karnataka,570169,Affiliate
CUST_002316,UID_699379775,2025-02-09,Mysuru,Karnataka,570808,Meta
CUST_002317,UID_994892402,2025-11-12,Surat,Gujarat,395505,Influencer
CUST_002318,UID_162741156,2025-12-06,Noida,Uttar Pradesh,201834,Meta
CUST_002319,UID_500682009,2025-10-10,Vadodara,Gujarat,390309,Meta
CUST_002320,UID_452288800,2025-05-08,Chennai,Tamil Nadu,600577,Affiliate
CUST_002321,UID_123651460,2025-03-06,Kolkata,West Bengal,700379,Meta
CUST_002322,UID_479294442,2025-06-03,Bhopal,Madhya Pradesh,462353,Organic
CUST_002323,UID_328215363,2025-09-18,Noida,Uttar Pradesh,201052,Google
CUST_002324,UID_567921882,2025-03-18,Surat,Gujarat,395941,Google
CUST_002325,UID_458597592,2025-07-01,Kochi,Kerala,682215,Affiliate
CUST_002326,UID_762418647,2025-03-14,Chandigarh,Chandigarh,160042,Meta
CUST_002327,UID_418088572,2025-07-03,Bengaluru,Karnataka,560194,Meta
CUST_002328,UID_722350607,2025-09-30,Bhubaneswar,Odisha,751574,Meta
CUST_002329,UID_574673978,2025-03-13,Chennai,Tamil Nadu,600765,Affiliate
CUST_002330,UID_416393351,2025-10-20,Kolkata,West Bengal,700785,Affiliate
CUST_002331,UID_841158324,2025-04-18,Bhopal,Madhya Pradesh,462353,Meta
CUST_002332,UID_762975759,2025-06-08,Hyderabad,Telangana,500787,Google
CUST_002333,UID_573326510,2025-09-13,Chandigarh,Chandigarh,160508,Organic
CUST_002334,UID_580666563,2025-07-24,Ahmedabad,Gujarat,380107,Affiliate
CUST_002335,UID_787363196,2025-10-17,Gurugram,Haryana,122893,Organic
CUST_002336,UID_792561893,2025-07-31,Mumbai,Maharashtra,400687,Influencer
CUST_002337,UID_741052425,2025-01-12,Amritsar,Punjab,143064,Meta
CUST_002338,UID_464284008,2025-12-04,Kolkata,West Bengal,700988,Google
CUST_002339,UID_617780444,2025-06-16,Hyderabad,Telangana,500772,
CUST_002340,UID_455184765,2025-01-27,Dehradun,Uttarakhand,248507,Meta
CUST_002341,UID_845791221,2025-06-14,Bhopal,Madhya Pradesh,462368,Google
CUST_002342,UID_416622531,2025-01-28,Kolkata,West Bengal,700176,Affiliate
CUST_002343,UID_589725620,2025-03-17,Bhubaneswar,Odisha,751589,Organic
CUST_002344,UID_728230488,2025-09-24,Dehradun,Uttarakhand,248928,Meta
CUST_002345,UID_439748232,2025-08-18,Pune,Maharashtra,411303,Google
CUST_002346,UID_601415666,2025-09-11,Amritsar,Punjab,143267,Google
CUST_002347,UID_447302846,2025-06-15,Indore,Madhya Pradesh,452173,Meta
CUST_002348,UID_973779126,2025-05-03,Bengaluru,Karnataka,560352,Meta
CUST_002349,UID_582672077,2025-11-14,Vadodara,Gujarat,390166,Meta
CUST_002350,UID_807828993,2025-02-03,Mysuru,Karnataka,570823,Affiliate
CUST_002351,UID_832868285,2025-08-20,Surat,Gujarat,395753,Google
CUST_002352,UID_707614701,2025-07-18,Noida,Uttar Pradesh,201052,Meta
CUST_002353,UID_584895244,2025-06-07,Chennai,Tamil Nadu,600186,Google
CUST_002354,UID_784606706,2025-04-25,Bhubaneswar,Odisha,751040,Meta
CUST_002355,UID_519926194,2025-02-07,Ranchi,Jharkhand,834407,Influencer
CUST_002356,UID_866327578,2025-11-23,Siliguri,West Bengal,734196,Organic
CUST_002357,UID_765452681,2025-04-22,Dehradun,Uttarakhand,248680,Google
CUST_002358,UID_262125221,2025-01-14,Vadodara,Gujarat,390339,Organic
CUST_002359,UID_608317141,2025-04-08,Jaipur,Rajasthan,302870,Meta
CUST_002360,UID_861920991,2025-04-26,Ghaziabad,Uttar Pradesh,201420,Google
CUST_002361,UID_760554680,2025-04-16,Indore,Madhya Pradesh,452940,Meta
CUST_002362,UID_398820906,2025-03-02,Indore,Madhya Pradesh,452910,Meta
CUST_002363,UID_870349438,2025-09-26,Ghaziabad,Uttar Pradesh,201653,Meta
CUST_002364,UID_699377974,2025-08-25,Patna,Bihar,800017,Meta
CUST_002365,UID_600762514,2025-01-29,Vadodara,Gujarat,390339,Organic
CUST_002366,UID_991872763,2025-05-02,Hyderabad,Telangana,500163,Meta
CUST_002367,UID_801244266,2025-06-03,Nagpur,Maharashtra,440142,Meta
CUST_002368,UID_365177852,2025-09-25,Bhopal,Madhya Pradesh,462556,Meta
CUST_002369,UID_158515996,2025-01-14,Pune,Maharashtra,411927,Meta
CUST_002370,UID_343189838,2025-06-25,Patna,Bihar,800235,Meta
CUST_002371,UID_259011764,2025-07-15,Chennai,Tamil Nadu,600750,Meta
CUST_002372,UID_263947106,2025-09-12,Siliguri,West Bengal,734226,Affiliate
CUST_002373,UID_570376477,2025-11-07,Nagpur,Maharashtra,440736,Meta
CUST_002374,UID_684138551,2025-06-30,Chennai,Tamil Nadu,600765,Google
CUST_002375,UID_484241994,2025-02-01,Dehradun,Uttarakhand,248665,Organic
CUST_002376,UID_323389791,2025-08-24,Gurugram,Haryana,122254,Affiliate
CUST_002377,UID_805478913,2025-04-04,Patna,Bihar,800987,Google
CUST_002378,UID_593806053,2025-10-12,Mysuru,Karnataka,570793,Meta
CUST_002379,UID_144315553,2025-02-25,Siliguri,West Bengal,734459,Google
CUST_002380,UID_519494612,2025-11-26,Indore,Madhya Pradesh,452173,Organic
CUST_002381,UID_262381600,2025-06-28,Bhopal,Madhya Pradesh,462338,Google
CUST_002382,UID_548203673,2025-10-03,Vadodara,Gujarat,390294,Meta
CUST_002383,UID_156865987,2025-01-19,Patna,Bihar,800190,Affiliate
CUST_002384,UID_292155150,2025-12-06,Kochi,Kerala,682546,Google
CUST_002385,UID_834071524,2025-06-01,Chennai,Tamil Nadu,600983,Meta
CUST_002386,UID_252104682,2025-01-28,Vadodara,Gujarat,390166,Affiliate
CUST_002387,UID_298779268,2025-04-06,Mumbai,Maharashtra,400905,Google
CUST_002388,UID_930845421,2025-02-02,Nagpur,Maharashtra,440924,Influencer
CUST_002389,UID_953243073,2025-08-20,Bhopal,Madhya Pradesh,462105,Meta
CUST_002390,UID_697381716,2025-05-30,Amritsar,Punjab,143124,Meta
CUST_002391,UID_802442993,2025-12-17,Lucknow,Uttar Pradesh,226659,Meta
CUST_002392,UID_467972783,2025-10-21,Guwahati,Assam,781588,Organic
CUST_002393,UID_125043202,2025-01-13,Nagpur,Maharashtra,440924,Affiliate
CUST_002394,UID_573092061,2025-04-09,Bengaluru,Karnataka,560337,Affiliate
CUST_002395,UID_933245362,2025-09-21,Ranchi,Jharkhand,834437,Organic
CUST_002396,UID_124815053,2025-11-27,Noida,Uttar Pradesh,201676,Organic
CUST_002397,UID_740343626,2025-05-07,Gurugram,Haryana,122442,Meta
CUST_002398,UID_519315318,2025-04-03,Mysuru,Karnataka,570605,Google
CUST_002399,UID_968517456,2025-01-20,Hyderabad,Telangana,500336,Meta
CUST_002400,UID_631645243,2025-05-19,Amritsar,Punjab,143049,Google
CUST_002401,UID_464754671,2025-11-03,Surat,Gujarat,395287,Affiliate
CUST_002402,UID_604792725,2025-06-08,Patna,Bihar,800844,Organic
CUST_002403,UID_983111742,2025-07-08,Noida,Uttar Pradesh,201052,Google
CUST_002404,UID_103951912,2025-05-04,Kolkata,West Bengal,700221,Meta
CUST_002405,UID_340705549,2025-03-24,Nagpur,Maharashtra,440112,Google
CUST_002406,UID_532060094,2025-03-26,Nagpur,Maharashtra,440112,Google
CUST_002407,UID_719195146,2025-05-17,Ranchi,Jharkhand,834452,Affiliate
CUST_002408,UID_315278815,2025-10-19,Chennai,Tamil Nadu,600532,Organic
CUST_002409,UID_261740123,2025-01-27,Delhi,Delhi,110812,Meta
CUST_002410,UID_988078307,2025-12-17,Surat,Gujarat,395723,Google
CUST_002411,UID_107794466,2025-08-29,Hyderabad,Telangana,500178,Meta
CUST_002412,UID_269989662,2025-04-30,Guwahati,Assam,781197,Meta
CUST_002413,UID_756479341,2025-10-21,Indore,Madhya Pradesh,452331,Google
CUST_002414,UID_611516706,2025-10-10,Vadodara,Gujarat,390542,Google
CUST_002415,UID_430206375,2025-10-31,Vadodara,Gujarat,390324,Meta
CUST_002416,UID_150525773,2025-06-13,Patna,Bihar,800002,Google
CUST_002417,UID_598240388,2025-01-11,Bhubaneswar,Odisha,751371,Meta
CUST_002418,UID_927793905,2025-11-06,Hyderabad,Telangana,500366,Meta
CUST_002419,UID_824230058,2025-01-22,Mysuru,Karnataka,570214,Meta
CUST_002420,UID_522803179,2025-10-15,Chandigarh,Chandigarh,160290,Organic
CUST_002421,UID_720390467,2025-08-14,Ghaziabad,Uttar Pradesh,201683,Organic
CUST_002422,UID_364267391,2025-05-01,Amritsar,Punjab,143658,Google
CUST_002423,UID_640859600,2025-09-30,Dehradun,Uttarakhand,248056,Affiliate
CUST_002424,UID_115056723,2025-08-27,Lucknow,Uttar Pradesh,226877,Organic
CUST_002425,UID_944894237,2025-06-10,Bengaluru,Karnataka,560931,Organic
CUST_002426,UID_900597505,2025-03-30,Pune,Maharashtra,411115,Google
CUST_002427,UID_290696133,2025-02-19,Pune,Maharashtra,411739,Affiliate
CUST_002428,UID_809389737,2025-06-06,Kochi,Kerala,682764,Google
CUST_002429,UID_617114669,2025-05-12,Chandigarh,Chandigarh,160884,Organic
CUST_002430,UID_985044538,2025-01-13,Chennai,Tamil Nadu,600577,Google
CUST_002431,UID_113973631,2025-03-10,Patna,Bihar,800784,Influencer
CUST_002432,UID_187484107,2025-12-11,Chandigarh,Chandigarh,160711,
CUST_002433,UID_951456014,2025-03-27,Amritsar,Punjab,143064,Influencer
CUST_002434,UID_253152562,2025-03-22,Guwahati,Assam,781242,Meta
CUST_002435,UID_134855410,2025-02-15,Noida,Uttar Pradesh,201458,Organic
CUST_002436,UID_201082479,2025-05-01,Chennai,Tamil Nadu,600735,Google
CUST_002437,UID_968598866,2025-01-20,Coimbatore,Tamil Nadu,641801,Google
CUST_002438,UID_577678303,2025-11-19,Ghaziabad,Uttar Pradesh,201029,Meta
CUST_002439,UID_196904183,2025-02-27,Indore,Madhya Pradesh,452143,Influencer
CUST_002440,UID_483109982,2025-02-28,Kolkata,West Bengal,700033,Meta
CUST_002441,UID_821156514,2025-07-26,Chennai,Tamil Nadu,600998,Google
CUST_002442,UID_297667398,2025-03-27,Bhopal,Madhya Pradesh,462571,Google
CUST_002443,UID_204583755,2025-10-06,Mysuru,Karnataka,570590,Google
CUST_002444,UID_774811984,2025-11-17,Vadodara,Gujarat,390933,Affiliate
CUST_002445,UID_487961209,2025-07-14,Mysuru,Karnataka,570575,Influencer
CUST_002446,UID_211689140,2025-06-21,Kolkata,West Bengal,700830,Organic
CUST_002447,UID_483490336,2025-05-07,Mumbai,Maharashtra,400499,Meta
CUST_002448,UID_307730619,2025-03-02,Ranchi,Jharkhand,834046,Meta
CUST_002449,UID_856410746,2025-10-03,Dehradun,Uttarakhand,248883,Meta
CUST_002450,UID_109596531,2025-02-01,Jaipur,Rajasthan,302885,Google
CUST_002451,UID_116945097,2025-10-08,Kolkata,West Bengal,700176,Meta
CUST_002452,UID_823678460,2025-05-23,Siliguri,West Bengal,734850,Google
CUST_002453,UID_458762528,2025-04-08,Lucknow,Uttar Pradesh,226238,Google
CUST_002454,UID_983134367,2025-03-18,Kochi,Kerala,682546,Meta
