sku_id,warehouse,opening_stock,closing_stock,units_sold,units_received,reorder_point
SKU_199,Bengaluru,309,396,274,361,165
SKU_200,Delhi NCR,300,278,325,303,120
SKU_200,Mumbai,570,668,246,344,245
SKU_200,Bengaluru,168,78,337,247,90
SKU_201,Delhi NCR,427,405,333,311,164
SKU_201,Mumbai,725,705,271,251,96
SKU_201,Bengaluru,372,459,247,334,142
SKU_202,Delhi NCR,636,614,323,301,249
SKU_202,Mumbai,437,564,242,369,203
SKU_202,Bengaluru,779,755,255,231,85
SKU_203,Delhi NCR,488,411,296,219,210
SKU_203,Mumbai,584,714,246,376,197
SKU_203,Bengaluru,1122,1056,280,214,182
SKU_204,Delhi NCR,622,546,325,249,95
SKU_204,Mumbai,636,645,332,341,223
SKU_204,Bengaluru,915,837,366,288,214
SKU_205,Delhi NCR,743,868,259,384,194
SKU_205,Mumbai,256,330,262,336,164
SKU_205,Bengaluru,537,485,327,275,103
SKU_206,Delhi NCR,669,804,257,392,91
SKU_206,Mumbai,340,450,282,392,211
SKU_206,Bengaluru,1051,1171,283,403,217
SKU_207,Delhi NCR,223,180,339,296,85
SKU_207,Mumbai,227,294,288,355,113
SKU_207,Bengaluru,953,861,338,246,244
SKU_208,Delhi NCR,926,964,298,336,211
SKU_208,Mumbai,1077,1181,270,374,113
SKU_208,Bengaluru,614,673,277,336,172
SKU_209,Delhi NCR,925,841,331,247,122
SKU_209,Mumbai,690,682,320,312,136
SKU_209,Bengaluru,233,295,255,317,86
SKU_210,Delhi NCR,247,264,326,343,181
SKU_210,Mumbai,1152,1171,309,328,196
SKU_210,Bengaluru,831,756,280,205,106
SKU_211,Delhi NCR,680,635,332,287,180
SKU_211,Mumbai,1004,1046,332,374,180
SKU_211,Bengaluru,922,986,333,397,176
SKU_212,Delhi NCR,1131,1123,276,268,191
SKU_212,Mumbai,376,456,289,369,225
SKU_212,Bengaluru,338,324,327,313,99
SKU_213,Delhi NCR,1008,1142,276,410,153
SKU_213,Mumbai,257,235,332,310,186
SKU_213,Bengaluru,158,188,296,326,108
SKU_214,Delhi NCR,752,773,297,318,164
SKU_214,Mumbai,1075,1061,301,287,82
SKU_214,Bengaluru,402,415,262,275,241
SKU_215,Delhi NCR,737,840,296,399,189
SKU_215,Mumbai,1079,1150,310,381,220
SKU_215,Bengaluru,1012,1141,255,384,127
SKU_216,Delhi NCR,476,481,279,284,229
SKU_216,Mumbai,826,876,259,309,133
SKU_216,Bengaluru,548,489,309,250,221
SKU_217,Delhi NCR,663,557,345,239,187
SKU_217,Mumbai,474,492,297,315,99
SKU_217,Bengaluru,495,439,343,287,155
SKU_218,Delhi NCR,611,678,235,302,243
SKU_218,Mumbai,1077,1067,269,259,127
SKU_218,Bengaluru,1050,1133,261,344,148
SKU_219,Delhi NCR,497,442,307,252,85
SKU_219,Mumbai,331,464,288,421,126
SKU_219,Bengaluru,541,464,364,287,173
SKU_220,Delhi NCR,1011,1058,275,322,143
SKU_220,Mumbai,575,538,276,239,247
SKU_220,Bengaluru,237,237,271,271,129
SKU_221,Delhi NCR,523,542,257,276,175
SKU_221,Mumbai,290,347,330,387,144
SKU_221,Bengaluru,370,341,323,294,149
SKU_222,Delhi NCR,954,967,280,293,173
SKU_222,Mumbai,1048,1059,249,260,168
SKU_222,Bengaluru,1073,1135,248,310,205
SKU_223,Delhi NCR,513,553,300,340,109
SKU_223,Mumbai,559,517,291,249,139
SKU_223,Bengaluru,755,754,336,335,167
SKU_224,Delhi NCR,993,989,322,318,178
SKU_224,Mumbai,362,368,305,311,136
SKU_224,Bengaluru,1133,1237,276,380,88
SKU_225,Delhi NCR,1020,966,293,239,231
SKU_225,Mumbai,1051,1132,296,377,84
SKU_225,Bengaluru,370,438,262,330,203
SKU_226,Delhi NCR,1165,1109,280,224,228
SKU_226,Mumbai,902,855,304,257,167
SKU_226,Bengaluru,881,870,293,282,214
SKU_227,Delhi NCR,1145,1086,279,220,190
SKU_227,Mumbai,801,828,298,325,220
SKU_227,Bengaluru,1184,1146,271,233,128
SKU_228,Delhi NCR,175,221,316,362,171
SKU_228,Mumbai,487,460,339,312,105
SKU_228,Bengaluru,657,776,231,350,145
SKU_229,Delhi NCR,401,349,307,255,179
SKU_229,Mumbai,1095,1108,342,355,211
SKU_229,Bengaluru,235,226,236,227,232
SKU_230,Delhi NCR,481,466,312,297,190
SKU_230,Mumbai,1191,1111,313,233,163
SKU_230,Bengaluru,871,932,241,302,110
SKU_231,Delhi NCR,263,222,307,266,123
SKU_231,Mumbai,309,338,298,327,203
SKU_231,Bengaluru,841,865,250,274,185
SKU_232,Delhi NCR,763,856,281,374,149
SKU_232,Mumbai,1035,1172,242,379,234
SKU_232,Bengaluru,1167,1287,240,360,98
SKU_233,Delhi NCR,178,241,301,364,164
SKU_233,Mumbai,876,878,338,340,111
SKU_233,Bengaluru,485,460,309,284,239
SKU_234,Delhi NCR,536,433,323,220,219
SKU_234,Mumbai,717,840,236,359,172
SKU_234,Bengaluru,835,757,326,248,217
SKU_235,Delhi NCR,591,737,235,381,174
SKU_235,Mumbai,953,979,243,269,90
SKU_235,Bengaluru,715,716,307,308,212
SKU_236,Delhi NCR,685,745,257,317,117
SKU_236,Mumbai,1001,943,275,217,117
SKU_236,Bengaluru,503,409,321,227,180
SKU_237,Delhi NCR,467,550,260,343,223
SKU_237,Mumbai,236,168,319,251,186
SKU_237,Bengaluru,993,1056,303,366,137
SKU_238,Delhi NCR,243,167,317,241,247
SKU_238,Mumbai,594,658,283,347,149
SKU_238,Bengaluru,1174,1123,288,237,110
SKU_239,Delhi NCR,852,930,294,372,116
SKU_239,Mumbai,416,316,354,254,167
SKU_239,Bengaluru,465,381,338,254,139
SKU_240,Delhi NCR,979,1000,270,291,155
SKU_240,Mumbai,477,408,327,258,94
SKU_240,Bengaluru,1006,1098,276,368,187
SKU_241,Delhi NCR,1014,1044,252,282,205
SKU_241,Mumbai,876,949,232,305,194
SKU_241,Bengaluru,712,812,290,390,225
SKU_242,Delhi NCR,989,1011,289,311,212
SKU_242,Mumbai,546,590,338,382,183
SKU_242,Bengaluru,438,344,330,236,83
SKU_243,Delhi NCR,340,314,308,282,114
SKU_243,Mumbai,850,986,272,408,151
SKU_243,Bengaluru,883,926,298,341,156
SKU_244,Delhi NCR,484,551,239,306,143
SKU_244,Mumbai,336,328,322,314,246
SKU_244,Bengaluru,1059,1179,264,384,132
SKU_245,Delhi NCR,800,859,303,362,105
SKU_245,Mumbai,1138,1203,257,322,103
SKU_245,Bengaluru,1109,1076,298,265,82
SKU_246,Delhi NCR,382,376,253,247,190
SKU_246,Mumbai,647,619,294,266,101
SKU_246,Bengaluru,385,380,285,280,87
SKU_247,Delhi NCR,216,314,268,366,161
SKU_247,Mumbai,515,488,272,245,187
SKU_247,Bengaluru,574,555,284,265,205
SKU_248,Delhi NCR,1131,1053,288,210,218
SKU_248,Mumbai,310,404,242,336,91
SKU_248,Bengaluru,623,509,319,205,183
SKU_249,Delhi NCR,261,408,256,403,237
SKU_249,Mumbai,645,716,317,388,207
SKU_249,Bengaluru,513,468,330,285,241
SKU_250,Delhi NCR,421,336,310,225,112
SKU_250,Mumbai,919,1026,250,357,100
SKU_250,Bengaluru,1088,1074,248,234,118
